"File","rdf:RDF - edm:ProvidedCHO - rdf:about","rdf:RDF - edm:ProvidedCHO - dc:type - skos:Concept - rdf:about","dc:type_URI","rdf:RDF - edm:ProvidedCHO - dcterms:medium - rdf:resource","dcterms:medium_URI","rdf:RDF - edm:ProvidedCHO - dcterms:medium","rdf:RDF - edm:ProvidedCHO - edmfp:technique - rdf:resource","edmfp:technique_URI","rdf:RDF - edm:ProvidedCHO - edmfp:technique","rdf:RDF - edm:ProvidedCHO - edmfp:technique - xml:lang","rdf:RDF - edm:ProvidedCHO - dcterms:creator - edm:Agent - skos:prefLabel - xml:lang","rdf:RDF - edm:ProvidedCHO - dc:description - xml:lang","rdf:RDF - edm:ProvidedCHO - dc:description","rdf:RDF - edm:ProvidedCHO - dc:identifier","rdf:RDF - edm:ProvidedCHO - dc:title - xml:lang","rdf:RDF - edm:ProvidedCHO - dc:title","rdf:RDF - edm:ProvidedCHO - edm:type","rdf:RDF - edm:ProvidedCHO - dcterms:created - xml:lang","rdf:RDF - edm:ProvidedCHO - dcterms:created","rdf:RDF - ore:Aggregation - rdf:about","rdf:RDF - ore:Aggregation - edm:aggregatedCHO - rdf:resource","rdf:RDF - ore:Aggregation - edm:dataProvider - edm:Agent - skos:prefLabel - xml:lang","rdf:RDF - ore:Aggregation - edm:dataProvider - edm:Agent - skos:prefLabel","rdf:RDF - ore:Aggregation - edm:hasView - edm:WebResource - rdf:about","rdf:RDF - ore:Aggregation - edm:isShownAt - edm:WebResource - rdf:about","rdf:RDF - ore:Aggregation - edm:isShownBy - edm:WebResource - rdf:about","rdf:RDF - ore:Aggregation - edm:provider - edm:Agent - rdf:about","rdf:RDF - ore:Aggregation - edm:provider - edm:Agent - skos:prefLabel","rdf:RDF - ore:Aggregation - edm:rights - rdf:resource"
"Item_34264690.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-05476","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Wit sitsen jak voor een baby, met een rood bloempatroon. Voering van witte linnen stof. Lijfje uit twee delen gemaakt, aan voorkant puntig uitlopend. Rechte mouwen met kant afgezet. Langs hals geel zijden bandje. Sluiting aande achetrzijde met  zes groene zijden bandjes.  Twee losse polsmoffen, afgezet met hetzelfde groene zijden band.","ZOV-05476","nl","Wit sitsen jak voor een baby","IMAGE","nl","1775/1824","localID/europeana-fashion/Aggregation_ZOV-05476","localID/europeana-fashion/ZOV-05476","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05476.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05476.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264690.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264691.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-05497","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Sitsen jak voor een baby met polsmoffen. De witte sits is bedrukt met een bloem- en bladpatroon in de kleuren rood, groen en paars. Het lijfje is gemaakt uit één stuk, gevoerd met witte linnen.  De rondgeknipte mouwen en ronde hals zijn afgezet met een groen gefronst zijde lint. Sluiting middenachter met zes groene zijden bandjes en halskoordje.     De polsmoffen hebben een puntmodel, de punt is afgezet met groen band en kant.","ZOV-05497","nl","Sitsen jak voor een baby met polsmoffen","IMAGE","nl","1700/1800","localID/europeana-fashion/Aggregation_ZOV-05497","localID/europeana-fashion/ZOV-05497","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-05497a.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-05497a.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264691.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264692.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-05586","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Cremekleurige doorgestikte doopkleed en doopdeken. Gemaakt van twee aan elkaar genaaide stroken zijden satijn, elk circa 43.5 cm breed. De tussenvoering bestaat uit een geweven, geruwde wollen stof, de later aangebrachte achterzijde is van katoen in satijnbinding. De deken is versierd met doorstikwerk, dat door de twee bovenste lagen is uitgevoerd. Het middendeel bestaat uit een ruitvormig patroon dat gevormd wordt door groepjes van vier ronde, krullende vormen. De versiering van de circa 9 cm. brede rand is afwijkend – het is door kettingsteken van het middendeel afgescheiden: Van de rand heeft 8 cm. een rankenpatroon van bloemen en blaadjes. De laatste 1 cm. is parallel aan de zijkant afgezet met een kettingsteek. De stof van boven-en onderkant is tegen elkaar ingeslagen, zoals gebruikelijk in Nederland.","ZOV-05586","nl","Doopdeken of doopkleed","IMAGE","nl","1675/1699","localID/europeana-fashion/Aggregation_ZOV-05586","localID/europeana-fashion/ZOV-05586","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-05586.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-05586.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264692.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10118","","","http://vocab.getty.edu/aat/300231565","textiel","","http://vocab.getty.edu/aat/300053658","genaaid","nl","","","","","","","","","","","","","","","","","","",""
"Item_34264692.xml","","","","","","","","http://vocab.getty.edu/aat/300053658","genaaid","","","","","","","","","","","","","","","","","","","",""
"Item_34264693.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-05771","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Kassekien of jak van blauwe zijde met een grijs bloempatroon. Recht model met een nauw aansluitend lijfje, wijde rok, diepe plooien vanuit de zijnaden, diep uitgesneden hals, half lange mouw. Sluiting middenvoor met acht haken en ogen.","ZOV-05771","nl","Kassekien of jak van blauwe zijde met een grijs bloempatroon","IMAGE","nl","1775/1800","localID/europeana-fashion/Aggregation_ZOV-05771","localID/europeana-fashion/ZOV-05771","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-05771.JPG","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-05771.JPG","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264693.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10042","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264694.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-05772","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Wollen spiegeldamasten rok of wagd, groen met witte bloemmotieven. Model wijd uitlopend aan smal groen keperbandje. Achter diepe platte plooien, voor licht gerimpeld. Splitten links en rechts sluiten met haak en oog. In taille vier met wit linnen overtrokken knopen van later datum.","ZOV-05772","nl","Wollen spiegeldamasten rok of wagd","IMAGE","nl","1775/1800","localID/europeana-fashion/Aggregation_ZOV-05772","localID/europeana-fashion/ZOV-05772","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05772.JPG","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05772.JPG","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264694.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10035","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264695.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-05796","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Wit/roze linnen babyjak voor een meisje. Voor en achter in een punt uitlopend, een ovale hals, driekwart mouw met vinvormige afwerking. Sluiting middenachter met roze lintjes die met haakje en trensje aan jakje zijn bevestigd, oorspronkelijk waren het er vier. Langs hals en sluiting afwerkign met zijden donkerroze band. Met een patroon van  ingeweven gestyleerde bloemetjes.","ZOV-05796","nl","Wit/roze linnen babyjak","IMAGE","nl","1700/1799","localID/europeana-fashion/Aggregation_ZOV-05796","localID/europeana-fashion/ZOV-05796","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05796.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05796.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264695.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264696.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-05797","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Jak voor een baby van rood en wit gestreepte zijde, gevoerd met wit linnen. Recht model met een ovale hals, halflange mouwen die met elleboog meelopen. Sluiting middenachter met acht haakjes en trensjes (twee rijen van acht). De hals, sluiting en mouwen zijn afgezet met geel koord. Haakjes vastgezet met rood garen, trensjes van hetzeflde garen.","ZOV-05797","nl","Jak voor een baby van rood en wit gestreepte zijde","IMAGE","nl","1700/1799","localID/europeana-fashion/Aggregation_ZOV-05797","localID/europeana-fashion/ZOV-05797","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05797.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05797.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264696.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264697.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-05798","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Meerkleurige katoenen jak voor een baby. Meisjesjak, met linnen voering. Het jak loopt voor en achter in een punt uit, ovale hals, halflange mouwen met aangenaaid kransje. Sluiting middenachter met lintjes die met haakjes en trensjes aan het jakje zijn bevestigd, drie lintjes van roze/rode zijde. Langs hals zelfde band als sluiting. Kranjes afgezet met gegolfd crémekleurig band. Stofpatroon met fijne bloemrankjes in donkerpaarse omlijning, met rood, blauw en paars ingekleurd.","ZOV-05798","nl","Meerkleurige katoenen jak voor een baby","IMAGE","nl","1700/1799","localID/europeana-fashion/Aggregation_ZOV-05798","localID/europeana-fashion/ZOV-05798","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05798.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05798.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264697.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264698.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-05799","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Wit met rood geruite katoenen jak voor een baby. Voor uitlopend in afgeronde punt. Achterpanden onder rond weggesneden. Ronde hals en lange mouwen met puntvormige omslag. Sluiting achter met haak en trensje.","ZOV-05799","nl","Wit met rood geruite katoenen jak voor een baby","IMAGE","","","localID/europeana-fashion/Aggregation_ZOV-05799","localID/europeana-fashion/ZOV-05799","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05799.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05799.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264698.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264699.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-05821","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Kassekien of jak van blauw gebloemde zijde. Voering blauw/grijs gestreept linnen. Driekwart lang model met halflange mouwen. Voorpanden uit één stuk. Rug met middennaad. Mouwen zonder elleboogstukjes. Voorsluiting met tien haken en ogen, een halsbandje en taillebandjes.","ZOV-05821","nl","Kassekien of jak van blauw gebloemde zijde","IMAGE","nl","1785/1799","localID/europeana-fashion/Aggregation_ZOV-05821","localID/europeana-fashion/ZOV-05821","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05821.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05821.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264699.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10042","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264700.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-05822","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Geruite kassekien of jak van zijde, met een roze fond met daarop vertikale groene en blauwe strepen. Nauwsluitend lijfje en een wijde rok, driekwart lang model. De voorpanden zijn uit één stuk en op de rug een middennaad. Op taillehoogte in de rug- en zijnaden diepe plooien. Mouwen zijn halflang met aangeknipte kransjes, afgezet met geplooid groen lint. Sluiting middenvoor 15 haken en ogen en een rood met wit taillebandje. Diep en recht decollecté, met aan de achterkant een diepe rechte hals.","ZOV-05822","nl","Beige groen geruite kassekien of jak van zijde","IMAGE","nl","1775/1799","localID/europeana-fashion/Aggregation_ZOV-05822","localID/europeana-fashion/ZOV-05822","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-05822.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-05822.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264700.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10042","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264701.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-05826","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Jak voor een baby van gebroceerde zijdedamast. Recht model, wijde ovale hals en halflange mouwen die met elleboog meeloopt, met omslag. Sluiting middenachter met drie rood-wit doorgewerkte bandjes. Hals afgezet met hetzelfde band. Omslag mouwen afgezet met klein galonnetje en drie met blauwe stof overtrokken knopen met kwastje. Wit damasten fond met gebroceerd bloempatroon in roze, groen, donkerroze/rood, creme, blauw, oranje en goud. De bandjes werden opgerold en vastgespeld wanneer het jakje niet gebruikt werd.","ZOV-05826","nl","Jak voor een baby van zijde-damast","IMAGE","nl","1700/1799","localID/europeana-fashion/Aggregation_ZOV-05826","localID/europeana-fashion/ZOV-05826","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05826.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05826.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264701.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264702.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-05829","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Jak voor een baby van lichtblauwe zijde met wit gebrocheerd motief. Jongensjak gevoerd met wit linnen. Recht model met wijde ovale hals en lange mouwen met split. Deze sluit met drie met blauw garen overtrokken knoopjes. De overslag van de split is gegolfd. Sluiting middenachter met drie paar blauwe lintjes. Hals en sluiting afgezet met hetzelfde lint.","ZOV-05829","nl","Jak voor een baby van lichtblauwe zijde","IMAGE","nl","1700/1799","localID/europeana-fashion/Aggregation_ZOV-05829","localID/europeana-fashion/ZOV-05829","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05829.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05829.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264702.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264703.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-05830","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Jak voor een baby van blauw en witte zijde met vertikale strepen. In de witte streep gestyleerde bloemen of guirlande in roze, blauw, groen en paars. Meisjesjak met een wit linnen voering. Voor en achter enigszins in een punt uitlopend. Wijde recht uitgesneden hals. Half lange mouw, afgewerkt met een aangenaaid kransje. Sluiting middenachter met vier roze lintjes. Het jakje is afgezet met hetzelfde lint, bij de kranjes gerimpeld. Langs hals en sluiting en middenvoor lichtgroen band en koordje met kwastjes.","ZOV-05830","nl","Jak voor een baby van blauw en witte zijde","IMAGE","nl","1700/1799","localID/europeana-fashion/Aggregation_ZOV-05830","localID/europeana-fashion/ZOV-05830","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05830.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05830.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264703.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264704.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-05831","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Jak voor een baby van licht blauwgroene zijde en een witte batisten jak.

.1 Jak van lichte groenblauwe zijde. Recht model met wijde ovale hals, lange mouw en sluiting met middenachter drie paar linten. Hals met hetzelfde witte lint afgezet.

.2 Wit batisten jak. Recht model met een wijde, ovale hals en zeer wijde mouwen. Sluiting middenachter met een wollen touwtje door de hals en een zijden lint door vier stofvouwen. Middenvoor, langs de hals en de mouwen zit kloskant als versiering. Het hele jasje is bedekt met een geborduurd stooimotief van witte bloemen.","ZOV-05831","nl","Jak voor een baby van licht blauwgroene zijde en een witte batisten jak","IMAGE","","","localID/europeana-fashion/Aggregation_ZOV-05831","localID/europeana-fashion/ZOV-05831","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05831.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05831.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264704.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264705.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-05832","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Jak voor een baby van blauw katoen en een jak van witte tule.

.1 Blauw jak, recht model met wijde ovale hals en een lange mouw. Sluiting middenachter met koordje door de hals.

.2 Jak van witte tule. Lang en recht model met een wijde ovale hals, een lange mouw en een sluiting middenachter met een koordje de hals en door de zoom. Ook een koordje door de mouw. Voorzijde en mouwen geheel doorgestopt met een patroon van bloemranken.","ZOV-05832","nl","Jak voor een baby van blauw katoen en een jak van witte tule","IMAGE","","","localID/europeana-fashion/Aggregation_ZOV-05832","localID/europeana-fashion/ZOV-05832","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05832.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05832.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264705.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264706.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-05916","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Lila katoenen kassekien of jak met fijn bloem- en rankmotief.  Driekwart lang, voorpanden uit één stuk, rugnaad met  twee naden. Wijd geplooid achterschoot, lange over de handen vallende mouwen met sluitbandjes. Hoge taille. Voorsluiting met zes haken en ogen. Lage hals met koordje. De voering: lijfje roodbruin ruitje, ondergedeelte effen lichtbruine linnen stof.","ZOV-05916","nl","Lila katoenen kassekien of jak","IMAGE","","","localID/europeana-fashion/Aggregation_ZOV-05916","localID/europeana-fashion/ZOV-05916","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-05916.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-05916.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264706.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10042","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264707.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-05917","","","","","sits","http://thesaurus.europeanafashion.eu/thesaurus/10420","","sits","","nl","nl","Katoenen kassekien, ondergrond van wit met fijn paars bladmotief, met daartussen een bloempatroon op wit fond. Driekwart lang model, halflange mouw, sluiting met zes haken en ogen. Voering: beige/bruin motief. Lage rechte hals met koordje in zoom, achter V-vorm.","ZOV-05917","nl","Katoenen kassekien","IMAGE","nl","1775/1824","localID/europeana-fashion/Aggregation_ZOV-05917","localID/europeana-fashion/ZOV-05917","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-05917.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-05917.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264707.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10042","","","","sits","","","handnaaiwerk","nl","","","","","","","","","","","","","","","","","","",""
"Item_34264707.xml","","","","","","","http://thesaurus.europeanafashion.eu/thesaurus/10692","","handnaaiwerk","","","","","","","","","","","","","","","","","","","",""
"Item_34264708.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-06024.01","","","","","keperkatoen","http://thesaurus.europeanafashion.eu/thesaurus/10380","","keperkatoen","","nl","nl","Jak of japonjak van witte katoen. Stofpatroon wit fond met ingeweven verticale streep en bedrukt met lila en groene patronen. Recht lijfje met geplooid achterschootje. Ovale hals aan de voorkant. Lange mouwen, boven gesmokt, middenin zeer wijd en smalle pols. Op het lijfje middenvoor een opgestikte verticale band waaronder de stof aan de bovenkant geplooid is. Schoudernaad verstevigd met de band waar de onderstof ook geplooid is. Sluiting lijfje middenvoor met binnenpandjes en op de schouder en onder de oksel met buitenvoorpandjes sluiting met haak en trensjes en later drukknopen tussen gezet. Onderdeel van een tweedelig damesjapon.","ZOV-06024.01","nl","Jak of japonjak","IMAGE","","","localID/europeana-fashion/Aggregation_ZOV-06024.01","localID/europeana-fashion/ZOV-06024.01","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-06024.01.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-06024.01.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264708.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10042","","http://thesaurus.europeanafashion.eu/thesaurus/10354","","keperkatoen","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264709.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-06132","","","","http://vocab.getty.edu/aat/300243428","zijde","","","zijde","","nl","nl","Rok of wagd van blauwe zijdendamast. Wijd model met dicht opeen liggende platte plooien. Vooraan minder geplooid. Split rechtsvoor met zak. Sluiting met haak en oog. Bovenzijde afgewerkt met blauw keperband. Onderzijde en split afgewerkt met blauw koordje. Het geheel is gevoerd met geel linnen.","ZOV-06132","nl","Rok of wagd van blauwe zijdendamast","IMAGE","nl","1700/1799","localID/europeana-fashion/Aggregation_ZOV-06132","localID/europeana-fashion/ZOV-06132","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-06132.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-06132.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264709.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10035","","http://thesaurus.europeanafashion.eu/thesaurus/10352","","zijde","","","","","","","","","","","","","","","","","","","","","","",""
