"File","rdf:RDF - edm:ProvidedCHO - rdf:about","dc:type_literal","rdf:RDF - edm:ProvidedCHO - dc:type - skos:Concept - rdf:about","rdf:RDF - edm:ProvidedCHO - dcterms:medium","rdf:RDF - edm:ProvidedCHO - dcterms:medium - rdf:resource","dcterms:medium_URI","rdf:RDF - edm:ProvidedCHO - edmfp:technique - rdf:resource","edmfp:technique_URI","rdf:RDF - edm:ProvidedCHO - edmfp:technique","rdf:RDF - edm:ProvidedCHO - dcterms:provenance","rdf:RDF - edm:ProvidedCHO - dc:date","rdf:RDF - edm:ProvidedCHO - dcterms:creator - edm:Agent - skos:prefLabel - xml:lang","rdf:RDF - edm:ProvidedCHO - dcterms:creator - edm:Agent - skos:prefLabel","rdf:RDF - edm:ProvidedCHO - dc:creator - edm:Agent - skos:prefLabel","rdf:RDF - edm:ProvidedCHO - dc:description - xml:lang","rdf:RDF - edm:ProvidedCHO - dc:description","rdf:RDF - edm:ProvidedCHO - dc:identifier","rdf:RDF - edm:ProvidedCHO - dc:title - xml:lang","rdf:RDF - edm:ProvidedCHO - dc:title","rdf:RDF - edm:ProvidedCHO - edm:type","rdf:RDF - edm:ProvidedCHO - dcterms:created - xml:lang","rdf:RDF - edm:ProvidedCHO - dcterms:created","rdf:RDF - edm:ProvidedCHO - mrel:dsr - edm:Agent - skos:prefLabel - xml:lang","rdf:RDF - edm:ProvidedCHO - mrel:dsr - edm:Agent - skos:prefLabel","rdf:RDF - edm:ProvidedCHO - dcterms:spatial - edm:Place - skos:prefLabel - xml:lang","rdf:RDF - edm:ProvidedCHO - dcterms:spatial - edm:Place - skos:prefLabel","rdf:RDF - edm:ProvidedCHO - dcterms:isPartOf","rdf:RDF - edm:ProvidedCHO - mrel:spn - edm:Agent - skos:prefLabel","rdf:RDF - ore:Aggregation - rdf:about","rdf:RDF - ore:Aggregation - edm:aggregatedCHO - rdf:resource","rdf:RDF - ore:Aggregation - edm:dataProvider - edm:Agent - skos:prefLabel - xml:lang","rdf:RDF - ore:Aggregation - edm:dataProvider - edm:Agent - skos:prefLabel","rdf:RDF - ore:Aggregation - edm:isShownAt - edm:WebResource - rdf:about","rdf:RDF - ore:Aggregation - edm:provider - edm:Agent - rdf:about","rdf:RDF - ore:Aggregation - edm:provider - edm:Agent - skos:prefLabel","rdf:RDF - ore:Aggregation - edm:rights - rdf:resource","rdf:RDF - ore:Aggregation - edm:hasView - edm:WebResource - rdf:about","rdf:RDF - ore:Aggregation - edm:isShownBy - edm:WebResource - rdf:about"
"22-11-18_13:54:06/Item_34559576.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559577.xml","https://modemuze.nl/localID/europeana-fashion/BK0110","kledingaccessoire","http://thesaurus.europeanafashion.eu/thesaurus/10132","textiel","","","","","omwikkeld","1986","1982","nl","Wolf, Lam de","Wolf, Lam de","nl","Houten stokjes, omwikkeld met beschilderde stofrepen en gebogen tot geometrische vormen (vierkanten en rechthoeken), bijeengehouden met een koordje. Het object is als collier om de hals en over de schouder te dragen, of kan als wandobject tegen de muur worden opgehangen. De lineaire vorm verwijst naar een textielelement, de draad. ","BK0110","nl","'Draagbaar objekt'","IMAGE","nl","1982","nl","ontwerper","","","Overspel? De relatie tussen kunst en vormgeving","","localID/europeana-fashion/Aggregation_BK0110","localID/europeana-fashion/BK0110","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_BK0110","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/BK0110-02.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/BK0110-02.jpg"
"22-11-18_13:54:06/Item_34559577.xml","","sieraad","http://thesaurus.europeanafashion.eu/thesaurus/10152","hout","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053343","beschilderd","aankoop","","","","","","","","","","","","","","","","","Lam de Wolf","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559577.xml","","halssieraad","http://thesaurus.europeanafashion.eu/thesaurus/10162","textiel","","","","","omwikkeld","subsidie WVC","","","","","","","","","","","","","","","","","Overspel? De relatie tussen kunst en vormgeving","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559577.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10132","hout","http://thesaurus.europeanafashion.eu/thesaurus/10577","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053343","beschilderd","","","","","","","","","","","","","","","","","","Lijnen in mijn hoofd : dertig jaar Lam de Wolf, 1980-2010","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559577.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10152","","","","","","","","","","","","","","","","","","","","","","","","LAM de Wolf (Seoul)","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559577.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10162","","","","","","","","","","","","","","","","","","","","","","","","Body Jewels","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559578.xml","https://modemuze.nl/localID/europeana-fashion/BK0111","kledingaccessoire","http://thesaurus.europeanafashion.eu/thesaurus/10132","textiel","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053343","beschilderd","1986","1985","nl","Wolf, Lam de","Wolf, Lam de","nl","Lange in elkaar gedraaide strook, bestaande uit een plastic kern aan weerszijden met textiel beplakt. Het textiel is met de hand beschilderd. Aan begin en einde een lang ineengedraaid lint bevestigd aan een stokje. De ineengedraaide 'rol' kan als hoofddeksel gebruikt worden, ook als object in een vitrine geplaatst worden. ","BK0111","nl","'Draagbaar objekt, hoofddeksel'","IMAGE","nl","1985","","","nl","Amstelveen","Overspel? De relatie tussen kunst en vormgeving","","localID/europeana-fashion/Aggregation_BK0111","localID/europeana-fashion/BK0111","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_BK0111","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/BK0111.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/BK0111.jpg"
"22-11-18_13:54:06/Item_34559578.xml","","hoed","http://thesaurus.europeanafashion.eu/thesaurus/10200","plastic","","","","","beplakt","aankoop","","","","","","","","","","","","","","","","","Overspel? De relatie tussen kunst en vormgeving","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559578.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10132","hout","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053158","gedraaid","subsidie WVC","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559578.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10200","verf","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053343","beschilderd","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559578.xml","","","","textiel","","","","","beplakt","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559578.xml","","","","plastic","http://thesaurus.europeanafashion.eu/thesaurus/10597","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053158","gedraaid","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559578.xml","","","","hout","http://thesaurus.europeanafashion.eu/thesaurus/10577","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559578.xml","","","","verf","http://thesaurus.europeanafashion.eu/thesaurus/10602","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559579.xml","https://modemuze.nl/localID/europeana-fashion/BK0112","kledingaccessoire","http://thesaurus.europeanafashion.eu/thesaurus/10132","katoen","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053343","beschilderd","1986","1984","nl","Wolf, Lam de","Wolf, Lam de","nl","Min of meer ronde kraag van textiel op fond geplakt, die om de hals gedragen kan worden. De cirkel bestaat uit brede, roze linten, die aaneen gestikt zijn. Naar boven toe worden ze smaller. De uiteinden naar de hals toe bestaan uit ca. 10 cm lange in elkaar gedraaide linten, die aan de 'buitenzijde' naar beneden vallen. De kunstzijde is met vlekken en stippen beschilderd. ","BK0112","nl","'Draagbaar object'","IMAGE","nl","1984","nl","ontwerper","","","Overspel? De relatie tussen kunst en vormgeving","","localID/europeana-fashion/Aggregation_BK0112","localID/europeana-fashion/BK0112","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_BK0112","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/BK0112-01.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/BK0112-01.jpg"
"22-11-18_13:54:06/Item_34559579.xml","","kraag (kleding)","http://thesaurus.europeanafashion.eu/thesaurus/10058","kunstzijde","","","","","geplakt","aankoop","","","","","","","","","","","","","","","","","Overspel? De relatie tussen kunst en vormgeving","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559579.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10132","katoen","http://thesaurus.europeanafashion.eu/thesaurus/10354","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053158","gedraaid","subsidie WVC","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559579.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10058","kunstzijde","http://thesaurus.europeanafashion.eu/thesaurus/10361","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053343","beschilderd","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559579.xml","","","","","","","","","geplakt","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559579.xml","","","","","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053158","gedraaid","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559580.xml","https://modemuze.nl/localID/europeana-fashion/BK0122","kledingaccessoire","http://thesaurus.europeanafashion.eu/thesaurus/10132","spinnakerdoek","","","","","gerafeld","1986","1985","nl","Kessler, Beppe","Kessler, Beppe","nl","Gerafelde, vierkante stukjes (elk 3 x 3cm) spinakerdoek in allerlei kleuren aan een elastische draad geregen. ","BK0122","nl","Halssieraad","IMAGE","nl","1985","","","","","Overspel? De relatie tussen kunst en vormgeving","","localID/europeana-fashion/Aggregation_BK0122","localID/europeana-fashion/BK0122","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_BK0122","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/BK0122.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/BK0122.jpg"
"22-11-18_13:54:06/Item_34559580.xml","","sieraad","http://thesaurus.europeanafashion.eu/thesaurus/10152","spinnakerdoek","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053659","geregen","aankoop","","","","","","","","","","","","","","","","","Overspel? De relatie tussen kunst en vormgeving","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559580.xml","","halssieraad","http://thesaurus.europeanafashion.eu/thesaurus/10162","","","","","","gerafeld","subsidie WVC","","","","","","","","","","","","","","","","","Van Sint Severus tot Sperma-hartje : beeld van het museum 1958-1998","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559580.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10132","","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053659","geregen","","","","","","","","","","","","","","","","","","Body Jewels","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559580.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10152","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559580.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559581.xml","https://modemuze.nl/localID/europeana-fashion/BK0138","kledingaccessoire","http://thesaurus.europeanafashion.eu/thesaurus/10132","linnen","","","","","","1988","1988","nl","Bohemen, Anna van","Bohemen, Anna van","nl","Kraagvorm, die als een schild vrijkomt van de muur. Links en rechts zijn de kanten sterk gepunt en lopen uit in riet. Een wigvormig segment (centrum) bestaat uit elkaar overlappende textieldriehoekjes in de kleuren rood en wit. ","BK0138","nl","Kraag","IMAGE","nl","1988","","","","","Overspel? De relatie tussen kunst en vormgeving","","localID/europeana-fashion/Aggregation_BK0138","localID/europeana-fashion/BK0138","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_BK0138","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=prof/BK0138.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=prof/BK0138.jpg"
"22-11-18_13:54:06/Item_34559581.xml","","sieraad","http://thesaurus.europeanafashion.eu/thesaurus/10152","verf","","","","","","aankoop","","","","","","","","","","","","","","","","","Overspel? De relatie tussen kunst en vormgeving","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559581.xml","","halssieraad","http://thesaurus.europeanafashion.eu/thesaurus/10162","riet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559581.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10132","linnen","http://thesaurus.europeanafashion.eu/thesaurus/10355","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559581.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10152","verf","http://thesaurus.europeanafashion.eu/thesaurus/10602","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559581.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10162","riet","http://thesaurus.europeanafashion.eu/thesaurus/10529","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559582.xml","https://modemuze.nl/localID/europeana-fashion/BK0140a=b","kledingaccessoire","http://thesaurus.europeanafashion.eu/thesaurus/10132","organza","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053343","beschilderd","1988","1987 - 1988","nl","Roos, Anja de","Roos, Anja de","nl","Twee lange handschoenen van organzalint, beschilderd en bewerkt met rubber. De linten zijn aan de lange zijden aan elkaar verbonden door de rubbelijnen, die in een druk lineair patroon zijn aangebracht. De handschoen bevat geen vingers, maar slechts één opening voor de duim. Aan de bovenzijde loopt de rand in rubberen puntjes. Foto Carmen Freudenthal. ","BK0140a=b","nl","Handschoenen","IMAGE","nl","1987","","","","","Overspel? De relatie tussen kunst en vormgeving","","localID/europeana-fashion/Aggregation_BK0140a=b","localID/europeana-fashion/BK0140a=b","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_BK0140a=b","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=prof/BK0140a=b.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=prof/BK0140a=b.jpg"
"22-11-18_13:54:06/Item_34559582.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10132","rubber","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053343","beschilderd","aankoop","","","","","","","","","","","","","","","","","Signalement: Anja de Roos","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559582.xml","","","","organza","","","","","","","","","","","","","","","","","","","","","","","Overspel? De relatie tussen kunst en vormgeving","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559582.xml","","","","rubber","http://thesaurus.europeanafashion.eu/thesaurus/10559","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559583.xml","https://modemuze.nl/localID/europeana-fashion/BK0141a=b","kledingaccessoire","http://thesaurus.europeanafashion.eu/thesaurus/10132","satijn","","","","","","1988","1987 - 1988","nl","Roos, Anja de","Roos, Anja de","nl","Twee halflange handschoenen van zwart satijn. Vanaf de pols is een strook van ca. 15 cm versierd met zwart, geplisseerd zwart nylon band, waartussen telkens korte stukjes pauwen- en fazantenveren zijn gestoken. Eén strook loopt door midden over de handschoen. Foto Carmen Freudenthal. ","BK0141a=b","nl","Handschoenen","IMAGE","nl","1987","","","","","Signalement: Anja de Roos","","localID/europeana-fashion/Aggregation_BK0141a=b","localID/europeana-fashion/BK0141a=b","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_BK0141a=b","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=prof/BK0141.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=prof/BK0141.jpg"
"22-11-18_13:54:06/Item_34559583.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10132","nylon","","","","","","aankoop","","","","","","","","","","","","","","","","","Overspel? De relatie tussen kunst en vormgeving","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559583.xml","","","","veer (vogel)","","","","","","","","","","","","","","","","","","","","","","","Overspel? De relatie tussen kunst en vormgeving","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559583.xml","","","","satijn","","","","","","","","","","","","","","","","","","","","","","","Body Jewels","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559583.xml","","","","nylon","http://thesaurus.europeanafashion.eu/thesaurus/10365","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559583.xml","","","","veer (vogel)","http://thesaurus.europeanafashion.eu/thesaurus/10589","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559584.xml","https://modemuze.nl/localID/europeana-fashion/BK0147","kledingaccessoire","http://thesaurus.europeanafashion.eu/thesaurus/10132","linnen","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053343","beschilderd","1988","1988","nl","Wolf, Lam de","Wolf, Lam de","nl","Hoofdsieraad van een groot aantal metalen lamellen. Telkens zit er tussen twee lamellen drie laagjes uitstekende, gekleurde stof met rafels. De lamellen zijn onderling verbonden met lange gekleurde draden, die door een gat aan het uiteinde komen. De kleuren zijn overwegend oranje, mosgroen, geel, oker en rozetinten. De lamellen vallen als een kapje over het hoofd. Kan als sieraad gedragen worden of als object gehangen worden aan de muur. ","BK0147","nl","'Hoofdblik', hoofdsieraad","IMAGE","nl","1988","","","nl","Amstelveen","Overspel? De relatie tussen kunst en vormgeving","","localID/europeana-fashion/Aggregation_BK0147","localID/europeana-fashion/BK0147","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_BK0147","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/BK0147.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/BK0147.jpg"
"22-11-18_13:54:06/Item_34559584.xml","","sieraad","http://thesaurus.europeanafashion.eu/thesaurus/10152","metaal","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053343","beschilderd","aankoop","","","","","","","","","","","","","","","","","Overspel? De relatie tussen kunst en vormgeving","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559584.xml","","hoofdsieraad","http://thesaurus.europeanafashion.eu/thesaurus/10156","linnen","http://thesaurus.europeanafashion.eu/thesaurus/10355","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559584.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10132","metaal","http://thesaurus.europeanafashion.eu/thesaurus/10545","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559584.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10152","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559584.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10156","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559585.xml","https://modemuze.nl/localID/europeana-fashion/BK0191","kledingaccessoire","http://thesaurus.europeanafashion.eu/thesaurus/10132","polyvinylchloride","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053343","beschilderd","1990","1987","nl","Kessler, Beppe","Kessler, Beppe","nl","Kraag van beschilderde p.v.c. Het oppervlak is mat. Het materiaal heeft een onregelmatig golvende min of meer rechthoekige vorm; voor de hals onregelmatig uitgesneden opening. Het is beschilderd met meanderende vormen in de kleuren lila, blauw, grijs, lichtblauw, rood, welke alleen van elkaar gescheiden worden door dikke zwarte contourlijnen. De kleuren zijn licht afgedekt en vermengd met goudverf. ","BK0191","nl","Kraag","IMAGE","nl","1987","","","nl","Amsterdam","Overspel? De relatie tussen kunst en vormgeving","","localID/europeana-fashion/Aggregation_BK0191","localID/europeana-fashion/BK0191","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_BK0191","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=prof/BK0191.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=prof/BK0191.jpg"
"22-11-18_13:54:06/Item_34559585.xml","","kraag (kleding)","http://thesaurus.europeanafashion.eu/thesaurus/10058","polyvinylchloride","http://thesaurus.europeanafashion.eu/thesaurus/10795","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053343","beschilderd","aankoop","","","","","","","","","","","","","","","","","Overspel? De relatie tussen kunst en vormgeving","","","","","","","","","","",""
